cnpj_coop,nome_coop,naturezaJuridica,classe,situacao,regimeEspecial,logradouro,complemento,bairro,municipio,uf,cep,endereco_eletronico,email,segmento_prudencial,filiacao
73443863,COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE,Sociedade Cooperativa,,Autorizada em Atividade,false,ALAMEDA RIO BRANCO  264,SALAS 501 E 601  5  E 6  ANDAR,CENTRO,BLUMENAU,SC,89010016,secretaria@unicred-blumenau.com.br,secretaria@unicred-blumenau.com.br,S5,
74064502,COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TENENTE SILVEIRA  315,,CENTRO,FLORIANOPOLIS,SC,88010301,diretoria@unicred-florianopolis.com.br,diretoria@unicred-florianopolis.com.br,S5,
1572667,COOPERATIVA DE CRÉDITO UNIPRIME SUL LTDA,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  15 DE NOVEMBRO  236,SALAS 01 02,,ERECHIM,RS,99700000,erechim@unicred-rs.com.br,erechim@unicred-rs.com.br,S5,
73647935,COOPERATIVA DE CRÉDITO UNIQUE BR,Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ABRAO JULIO RAHE  54,GESTAO,VILA ALTA,CAMPO GRANDE,MS,79010010,controladoria@unicred-cgr.com.br,controladoria@unicred-cgr.com.br,S5,
707903,COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS,Sociedade Cooperativa,,Autorizada em Atividade,false,AV  26 DE ABRIL  997,SALA,CENTRO,ABDON BATISTA,SC,89636000,credicanoas@terra.com.br,credicanoas@terra.com.br,S5,
25626490,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG",Sociedade Cooperativa,,Autorizada em Atividade,false,PRAÇA DOUTOR AUGUSTO SILVA 728,,CENTRO,LAVRAS,MG,37200154,lavras313800@sicoobcrediminas.com.br,lavras313800@sicoobcrediminas.com.br,S4,
4853988,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA AQUIDABAN 1090,ESQUINA COM A RUA PADRE TEIXEIRA  PISO SUPERIOR,CENTRO,SAO CARLOS,SP,13560120,flavio_salik@sicredi.com.br,flavio_salik@sicredi.com.br,S4,
87900601,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ - SICREDI BOTUCARAÍ RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,LARGO DA MATRIZ  N 33,,CENTRO,SOLEDADE,RS,99300000,,,S4,
95213211,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CONCEICAO  364,SALA 03,CENTRO,ROLANTE,RS,95690000,,,S4,
81466286,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS E GRANDE CURITIBA - SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AV ERNESTO VILELA 1001,,NOVA RUSSIA,PONTA GROSSA,PR,84070000,coop0730_cgerais@sicredi.com.br,coop0730_cgerais@sicredi.com.br,S4,
3566655,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE",Sociedade Cooperativa,,Autorizada em Atividade,false,R MINAS GERAIS  S N,1  E 2  PISO,CENTRO,SAO GABRIEL DO OESTE,MS,79490000,altair_goncalves@sicredi.com.br,altair_goncalves@sicredi.com.br,S4,
87067757,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  CONCORDIA  577,,CENTRO,AGUDO,RS,96540000,coop0403_administrativo@sicredi.com.br,coop0403_administrativo@sicredi.com.br,S4,
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ",Sociedade Cooperativa,,Autorizada em Atividade,false,PRACA CEL  JOSE DURSKI  26,3  ANDAR,CENTRO,PRUDENTOPOLIS,PR,84400000,coop0719_csul@sicredi.com.br,coop0719_csul@sicredi.com.br,S4,
87733770,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONEXÃO - SICREDI CONEXÃO",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA DO COMERCIO  618,,CENTRO,RODEIO BONITO,RS,98360000,jose_centenaro@sicredi.com.br,jose_centenaro@sicredi.com.br,S4,
19962468,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA ADVOCACIA E SERVENTUÁRIOS DO PODER JUDICIÁRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV BORGES DE MEDEIROS  2105,SALAS 605 606 E 607,PRAIA DE BELAS,PORTO ALEGRE,RS,90110150,,,S4,
92555150,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA OLIVIO ZANINI, 553",LOTEAMENTO DO PÓRTICO,SÃO PAULO,TAPEJARA,RS,99950000,sicreditapejara@netvisual.com.br,sicreditapejara@netvisual.com.br,S4,
4463602,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA RIO BRANCO  1 153,,ALTO CAFEZAL,MARILIA,SP,17502000,j.salvi2@terra.com.br,j.salvi2@terra.com.br,S4,
89468565,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  EXPEDICIONARIO  1195,,CENTRO,SARANDI,RS,99560000,sicredisarandi@terra.com.br,sicredisarandi@terra.com.br,S4,
57647653,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA LAURO DE CARVALHO,872,CENTRO,JAGUARIUNA,SP,13910025,irene@caph.com.br,irene@caph.com.br,S4,
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS",Sociedade Cooperativa,,Autorizada em Atividade,false,R  HEITOR ALEXANDRE PERETTI  385,,VILA AMAZONAS,ENCANTADO,RS,95960000,,,S4,
3662047,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS CARREIRAS DO MINISTÉRIO PÚBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL - SICREDI MP RS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  AURELIANO DE FIGUEIREDO PINTO  501,5  ANDAR,PRAIA DE BELAS,PORTO ALEGRE,RS,90050191,coop.mp@terra.com.br,coop.mp@terra.com.br,S4,
95594941,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV HELVIO BASSO  1666,,MEDIANEIRA,SANTA MARIA,RS,97070805,sicredism@uol.com.br,sicredism@uol.com.br,S4,
3042597,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TELDO KASPER  467,,CHACARA CACHOEIRA,CAMPO GRANDE,MS,79040840,altair_goncalves@sicredi.com.br,altair_goncalves@sicredi.com.br,S4,
87900411,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV ANGELO MACALOS 383,,CENTRO,ESPUMOSO,RS,99400000,sicrediespumoso@terra.com.br,sicrediespumoso@terra.com.br,S4,
89990501,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS - SICREDI IBIRAIARAS RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA LONGINO ZACARIAS GUADAGNIN  N  380,,CENTRO,IBIRAIARAS,RS,95305000,ccribi@net11.com.br,ccribi@net11.com.br,S4,
91159764,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV PIRAI 97,,SAO CRISTOVAO,LAJEADO,RS,95913148,ana@sicredi.com.br,ana@sicredi.com.br,S4,
73113243,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEARARAQUARA E REGIÃO - SICREDI MORADA DO SOL SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AV JOSE BONIFACIO  884,,CENTRO,ARARAQUARA,SP,14801150,leopoldo_neto@sicredi.com.br,leopoldo_neto@sicredi.com.br,S4,
79342069,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DEXIS - SICREDI DEXIS",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA PARANÁ 891,,ZONA 01,MARINGA,PR,87013070,coop0718_maringa@sicredi.com.br,coop0718_maringa@sicredi.com.br,S4,
33021064,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU",Sociedade Cooperativa,,Autorizada em Atividade,false,AV PARANA  168,,CENTRO,CANARANA,MT,78640000,jandira_kuhn@sicredi.com.br,jandira_kuhn@sicredi.com.br,S4,
26408161,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  WEIMAR GONCALVES TORRES   2 047,PRIMEIRO ANDAR,CENTRO,DOURADOS,MS,79800021,mario_aquino@sicredi.com.br,mario_aquino@sicredi.com.br,S4,
6332931,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 147  329,,SETOR MARISTA,GOIANIA,GO,74170100,altair_goncalves@sicredi.com.br,altair_goncalves@sicredi.com.br,S4,
33022690,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV CASTELO BRANCO  194,,CENTRO,ARAPUTANGA,MT,78260000,marcel_tasca@sicredi.com.br,marcel_tasca@sicredi.com.br,S4,
3065046,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA ALBERTO ANDALO  3787,2  PAVIMENTO,VILA SANTO ANTONIO,SAO JOSE DO RIO PRETO,SP,15015000,jose_paulo@sicredi.com.br,jose_paulo@sicredi.com.br,S4,
79063574,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA 24 DE MAIO  106 A,,VILA J MASCARO,SANTO ANTONIO DA PLATINA,PR,86430000,coop0720_aparana@sicredi.com.br,coop0720_aparana@sicredi.com.br,S4,
2843443,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA DONA FRANCISCA, 8300",SALA M0,DISTRITO INDUSTRIAL,JOINVILLE,SC,89216600,ajocredi@netvision.com.br,ajocredi@netvision.com.br,S4,
10736214,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  KALED COSAC  S N,QUADRA 26  LOTE 19,CENTRO,CRISTALINA,GO,73850000,altair_goncalves@sicredi.com.br,altair_goncalves@sicredi.com.br,S4,
8041950,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS",Sociedade Cooperativa,,Autorizada em Atividade,false,"AVENIDA WASHINGTON SOARES, 3000",LOJA 48,ENG LUCIANO CAVALCAN,FORTALEZA,CE,60810350,cooperjuris-ce@cooperjuris-ce.com.br,cooperjuris-ce@cooperjuris-ce.com.br,S5,
32995755,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA NEFTES DE CARVALHO  489 S,1  PISO,JARDIM RIO PRETO,TANGARA DA SERRA,MT,78306000,elisangela_moura@sicredi.com.br,elisangela_moura@sicredi.com.br,S4,
3793242,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANTONIO CARDOSO DE AGUIAR  195,,PROSPERA,CRICIUMA,SC,88813013,paul_enns@sicredi.com.br,paul_enns@sicredi.com.br,S4,
95424891,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  ACESSO RUBEM GUILHERME KAEMPF  11,,GERMANIA,SANTA CRUZ DO SUL,RS,96817000,angela.sicredi@viavale.com.br,angela.sicredi@viavale.com.br,S4,
6078926,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA CANDIDO DE ABREU  526,SALA 211  TORRE B,CENTRO CIVICO,CURITIBA,PR,80530905,coop0751_crednoreg@sicredi.com.br,coop0751_crednoreg@sicredi.com.br,S4,
4886317,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MATEUS LEME  2018,,CENTRO CIVICO,CURITIBA,PR,80530010,coop0749_credjuris@sicredi.com.br,coop0749_credjuris@sicredi.com.br,S4,
3750034,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA CELESTE GOBBATO  81,3  ANDAR,PRAIA DE BELAS,PORTO ALEGRE,RS,90110160,sicrediajuris@terra.com.br,sicrediajuris@terra.com.br,S4,
3212823,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MILITARES ESTADUAIS E SERVIDORES DA SEGURANÇA DO ESTADO DO RIO GRANDE DO SUL - SICREDI MIL RS",Sociedade Cooperativa,,Autorizada em Atividade,false,TRAV FRANCISCO LEONARDO TRUDA 40,SALAS 25  26 E 27,CENTRO,PORTO ALEGRE,RS,90010050,sicmil@terra.com.br,sicmil@terra.com.br,S4,
3000142,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS POLICIAIS FEDERAIS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI POL RS/SC",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA IPIRANGA  1365,,AZENHA,PORTO ALEGRE,RS,90160093,sicredipol@sicredi.com.br,sicredipol@sicredi.com.br,S4,
4525997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFESSORES, FUNCIONÁRIOS E ALUNOS DA UNIVERSIDADE DE CAXIAS DO SUL - SICREDI COOPERUCS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA FRANCISCO GETULIO VARGAS  1130,SALA 34,PETROPOLIS,CAXIAS DO SUL,RS,95070560,sicredi.ucs@cray.com.br,sicredi.ucs@cray.com.br,S4,
2924977,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS PROFISSIONAIS MÉDICOS E DA SAÚDE DE CURITIBA E REGIÃO METROPOLITANA - SICREDI MEDICRED PR",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ALAMEDA PRINCEZA IZABEL N  1398,,BIGORRILHO,CURITIBA,PR,80730080,coop0747_medicred@sicredi.com.br,coop0747_medicred@sicredi.com.br,S4,
7070495,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA ANNE FRANK N  3223,,BOQUEIRAO,CURITIBA,PR,81650020,coop0752_sincocred@sicredi.com.br,coop0752_sincocred@sicredi.com.br,S4,
87733077,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ESSÊNCIA RS/ES - SICREDI ESSÊNCIA",Sociedade Cooperativa,,Autorizada em Atividade,false,R  BORGES DO CANTO  971,,CENTRO,ITAQUI,RS,97650000,cleber_oliveira@sicredi.com.br,cleber_oliveira@sicredi.com.br,S4,
82527557,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA TAMOIOS  1567,,CENTRO,CAPANEMA,PR,85760000,coop0738_fronteira@sicredi.com.br,coop0738_fronteira@sicredi.com.br,S4,
81115149,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA  MAL  CANDIDO RONDON  2328,1  ANDAR,CENTRO,LARANJEIRAS DO SUL,PR,85301060,coop0727_lsul@sicredi.com.br,coop0727_lsul@sicredi.com.br,S4,
81054686,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  CAETANO MUNHOZ DA ROCHA 1692,,CENTRO,LAPA,PR,83750000,coop0725_paraucarias@sicredi.com.br,coop0725_paraucarias@sicredi.com.br,S4,
87781530,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  MOACIR DA MOTA FORTES  165,SALA 3F,VERA CRUZ,PASSO FUNDO,RS,99040010,evandro_zilli@sicredi.com.br,evandro_zilli@sicredi.com.br,S4,
26549311,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA FERNANDO CORREA DA COSTA  1100,,VILA AURORA I,RONDONOPOLIS,MT,78740000,denise_freitas@sicredi.com.br,denise_freitas@sicredi.com.br,S4,
90497256,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA DOM JOAQUIM FERREIRA DE MELO  1087,,CENTRO,PELOTAS,RS,96020260,ccrsul@terra.com.br,ccrsul@terra.com.br,S4,
89049738,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS/MG - SICREDI NOROESTE RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  URUGUAI  366,2 ANDAR,CENTRO,TRES DE MAIO,RS,98910000,ccrnoroe@ccrnoroe.com.br,ccrnoroe@ccrnoroe.com.br,S4,
37442605,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE - SICREDI GRANDES RIOS MT/PA/AM",Sociedade Cooperativa,,Autorizada em Atividade,false,AV TANCREDO NEVES  586,1  ANDAR  SETOR SUL,CENTRO,COLIDER,MT,78500000,luiz_bazzoni@sicredi.com.br,luiz_bazzoni@sicredi.com.br,S4,
81192106,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA LUIZ PASQUALI  205,,OS PIONEIROS,CAFELANDIA,PR,85415000,coop0731_nterra@sicredi.com.br,coop0731_nterra@sicredi.com.br,S4,
7206072,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SALADINO DE CASTRO  1595,,CENTRO,ARAPOTI,PR,84990000,coop0753_capal@sicredi.com.br,coop0753_capal@sicredi.com.br,S4,
87853206,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO - SICREDI OURO BRANCO RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,R  DR JOAO BASILIO LAVRINENCO  755,,LANGUIRU,TEUTONIA,RS,95890000,sicredi@sicreditt.com.br,sicredi@sicreditt.com.br,S4,
26529420,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT",Sociedade Cooperativa,,Autorizada em Atividade,false,AVENIDA BRASIL  2022 S,,PARQUE DOS BURITIS,LUCAS DO RIO VERDE,MT,78455000,almir_martini@sicredi.com.br,almir_martini@sicredi.com.br,S4,
79086997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP/RJ - SICREDI PARANAPANEMA PR/SP/RJ",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA MONSENHOR JOAO BELCHIOR  780,,CENTRO,CAMBARA,PR,86390000,coop0717_paranapanema@sicredi.com.br,coop0717_paranapanema@sicredi.com.br,S4,
88038260,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO - SICREDI PLANALTO RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  GENERAL CAMARA  1037,2  ANDAR,CENTRO,CRUZ ALTA,RS,98005112,sicredi@comnet.com.br,sicredi@comnet.com.br,S4,
76059997,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA TREZE DE ABRIL, 2590",,VILA INDUSTRIAL,TOLEDO,PR,85904000,coop0704_oeste@sicredi.com.br,coop0704_oeste@sicredi.com.br,S4,
88099247,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,"RUA ANTONIO PEDRO SALAZAR, 395",SALA B,CENTRO,CAMPO NOVO,RS,98570000,sicrediceleiro@mksnet.com.br,sicrediceleiro@mksnet.com.br,S4,
90729369,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS - SICREDI DAS CULTURAS RS/MG",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA QUINZE DE NOVEMBRO  217,2  ANDAR,CENTRO,IJUI,RS,98700000,sicredi.iju@terra.com.br,sicredi.iju@terra.com.br,S4,
81206039,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RIO PARANÁ - SICREDI RIO PARANÁ",Sociedade Cooperativa,,Autorizada em Atividade,false,"AV  ANTONIO ORMENEZE, 1091",,CENTRO,NOVA LONDRINA,PR,87970000,coop0728_noroeste@sicredi.com.br,coop0728_noroeste@sicredi.com.br,S4,
2923389,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI ARACAJU - SICREDI ARACAJU",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA JOSE CARVALHO PINTO  280,,JARDINS,ARACAJU,SE,49026150,unicredaju@unicredaju.com.br,unicredaju@unicredaju.com.br,S5,
35571249,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  MARECHAL DEODORO DA FONSECA  410,,TORRE,JOAO PESSOA,PB,58040140,unicred@unicredjp.com.br,unicred@unicredjp.com.br,S5,
97489280,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA",Sociedade Cooperativa,,Autorizada em Atividade,false,"AV. COMENDADOR FIRMINO ALVES, 128",,CENTRO,ITABUNA,BA,45600185,unicred.2103@unicredrs-ba.com.br,unicred.2103@unicredrs-ba.com.br,S5,
91586982,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS",Sociedade Cooperativa,,Autorizada em Atividade,false,RUA SETE DE SETEMBRO  374,,CENTRO,NOVA PETROPOLIS,RS,95150000,sicredi@sicredipioneira.com.br,sicredi@sicredipioneira.com.br,S4,
26555235,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  NATALINO JOAO BRESCANSIN  124,,CENTRO SUL,SORRISO,MT,78896072,luiz_bazzoni@sicredi.com.br,luiz_bazzoni@sicredi.com.br,S4,
87784088,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS - SICREDI SUL MINAS RS/MG.",Sociedade Cooperativa,,Autorizada em Atividade,false,AV  LIDO TAGLIARI  1275,,CENTRO,ESTACAO,RS,99930000,valdeci_nardi@sicredi.com.br,valdeci_nardi@sicredi.com.br,S4,
